,POI,rating,category1,category2,latitude,longitude,price,city,street,postCode
216,Beerbistro,4.0,bistros,Bistros,43.649467134996364,-79.3771696548727,$$,Toronto,18 King Street E,M5C 1C4
217,Richmond Station,4.5,newcanadian,Canadian (New),43.6513729,-79.379285,$$$,Toronto,1 Richmond Street W,M5H 3W4
218,Pai Northern Thai Kitchen,4.5,thai,Thai,43.64784,-79.38872,$$,Toronto,18 Duncan Street,M5H 3G8
219,The Old Spaghetti Factory,3.5,italian,Italian,43.6469106,-79.3743409,$$,Toronto,54 The Esplanade,M5E 1A6
220,Canoe,4.0,newcanadian,Canadian (New),43.646954,-79.382159,$$$$,Toronto,66 Wellington Street  W,M5K 1H6
221,Biff's Bistro,3.5,french,French,43.6476052,-79.3766496,$$$,Toronto,4 Front Street  E,M5E 1G4
222,Jump Restaurant,3.5,newcanadian,Canadian (New),43.6479063,-79.3780646,$$$,Toronto,18 Wellington Street W,M5L 1G4
223,King Taps,4.0,newcanadian,Canadian (New),43.6486379269,-79.3817439,$$,Toronto,100 King Street W,M5X 1A9
224,The Keg Steakhouse + Bar - Esplanade,4.0,steak,Steakhouses,43.64677055042841,-79.37472901368122,$$$,Toronto,26 The Esplanade,M5E 1A7
225,WVRST Union Station,4.0,beerbar,Beer Bar,43.644936,-79.381269,$$,Toronto,65 Front Street West,M5J 1E6
226,Library Bar,4.0,lounges,Lounges,43.6461717,-79.3811365,$$$,Toronto,100 Front Street W,M5J 1E3
227,Ki Modern Japanese + Bar,3.5,japanese,Japanese,43.64721,-79.37933,$$$,Toronto,181 Bay Street,M5J 2T3
228,Cactus Club Cafe,4.0,cocktailbars,Cocktail Bars,43.64950420768667,-79.38251803088575,$$,Toronto,77 Adelaide Street W,M5H 1P9
229,Miku,4.0,japanese,Japanese,43.6412346,-79.3773697,$$$$,Toronto,105-10 Bay Street,M5J 2R8
230,Irish Embassy Pub & Grill,3.0,irish,Irish,43.64807,-79.37712,$$,Toronto,49 Yonge St,M5E 1J1
231,Cafe Oro Di Napoli,4.5,pizza,Pizza,43.6514257145518,-79.3721591972351,$$,Toronto,75 Jarvis Street,M5C 2H2
232,Oliver & Bonacini Café Grill,3.0,newcanadian,Canadian (New),43.6471891242792,-79.3767989568769,$$$,Toronto,33 Yonge Street,M5E 1G4
233,Bymark,3.5,newcanadian,Canadian (New),43.64713,-79.381643,$$$,Toronto,66 Wellington Street W,M5K 1M6
234,The House On Parliament,4.0,british,British,43.66359,-79.36794,$$,Toronto,454 Parliament Street,M5A 3A2
235,White Lily Diner,4.5,breakfast_brunch,Breakfast & Brunch,43.65881,-79.3511599,$$,Toronto,678 Queen Street E,M4M 1G8
236,Tabule Middle Eastern Cuisine,4.0,mideastern,Middle Eastern,43.659652,-79.346481,$$,Toronto,810 Queen Street  E,M4M 1H7
237,Stout Irish Pub,4.0,irish_pubs,Irish Pub,43.6639,-79.36894,$$,Toronto,221 Carlton Street,M5A 2L2
238,Zakkushi On Carlton,4.0,japanese,Japanese,43.66343,-79.37062,$$$,Toronto,193 Carlton Street,M5A 2K9
239,Saigon PAI,4.5,thai,Thai,43.663435,-79.367799,$$,Toronto,446 Parliament Street,M5A 3A2
240,Lady Marmalade,4.0,breakfast_brunch,Breakfast & Brunch,43.66319,-79.35134,$$,Toronto,265 Broadview Avenue,M4M 1J3
241,Mi Mi Restaurant,4.0,vietnamese,Vietnamese,43.66637,-79.34911,$,Toronto,688 Gerrard Street E,M4M 1Y3
242,Batifole Restaurant,4.0,french,French,43.66678,-79.34733,$$$,Toronto,744 Gerrard Street E,M4M 1Y3
243,O’SOMAE,4.5,breakfast_brunch,Breakfast & Brunch,43.6653004,-79.3522633,$$,Toronto,357 Broadview Ave,M4M 2H1
244,Oji Seichi,4.0,ramen,Ramen,43.66509,-79.35265,$$,Toronto,354 Broadview Avenue,M4M 2G9
245,La Carnita,3.5,mexican,Mexican,43.6596718,-79.3473892,$$,Toronto,780 Queen Street E,M4M 1H4
246,The Comrade,4.0,lounges,Lounges,43.659392263038,-79.347948327349,$$,Toronto,758 Queen Street E,M4M 1H4
247,Kibo Sushi House,4.0,japanese,Japanese,43.66569,-79.3682199,$$,Toronto,533 Parliament Street,M4X 1P3
248,Rooster Coffee House,4.5,coffee,Coffee & Tea,43.6691999,-79.3527,$$,Toronto,479 Broadview Avenue,M4K 2N4
249,Brickworks Cider House,4.0,cideries,Cideries,43.65882656696621,-79.3496389,$$,Toronto,709 Queen Street E,M4M 1H1
250,Wok & Roast Chinese BBQ,3.5,chinese,Chinese,43.66505,-79.35218,$,Toronto,349 Broadview Ave,M4M 2H1
251,Gyukatsu Kyoto Katsugyu,4.0,japanese,Japanese,43.65687,-79.37616,$$,Toronto,134 Dundas Street E,M5B 1E2
252,Hokkaido Ramen Santouka,4.0,ramen,Ramen,43.656321731393,-79.377499580039,$$,Toronto,91 Dundas Street E,M5B 2C8
253,Richmond Station,4.5,newcanadian,Canadian (New),43.6513729,-79.379285,$$$,Toronto,1 Richmond Street W,M5H 3W4
254,Page One,4.0,cafes,Cafes,43.657853,-79.376254,$$,Toronto,106 Mutual Street,M5B 2R7
255,Katsuya,4.5,japanese,Japanese,43.65995,-79.37882,$$,Toronto,66 Gerrard Street E,M5B 2M2
256,George Restaurant,4.5,newcanadian,Canadian (New),43.65337263523713,-79.37432933100068,$$$$,Toronto,111 Queen Street E,M5C 1S2
257,Blaze Pizza,4.5,pizza,Pizza,43.6565313336776,-79.3800427473602,$$,Toronto,10 Dundas Street East,M5B 2G9
258,The Senator,4.0,breakfast_brunch,Breakfast & Brunch,43.65574,-79.37896,$$,Toronto,249 Victoria Street,M5B 1T8
259,KINKA IZAKAYA ORIGINAL,4.0,japanese,Japanese,43.66042406856627,-79.37890046282942,$$,Toronto,398 Church Street,M5B 2A2
260,Cafe Oro Di Napoli,4.5,pizza,Pizza,43.6514257145518,-79.3721591972351,$$,Toronto,75 Jarvis Street,M5C 2H2
261,KINTON RAMEN,4.0,ramen,Ramen,43.6603113,-79.3789004,$$,Toronto,396 Church Street,M5B 2A2
262,Egg Club,4.5,coffee,Coffee & Tea,43.65655,-79.37793,$,Toronto,88 Dundas Street E,M5B 1C9
263,King Taps,4.0,newcanadian,Canadian (New),43.6486379269,-79.3817439,$$,Toronto,100 King Street W,M5X 1A9
264,Pearl Diver,4.0,seafood,Seafood,43.65163,-79.37375,$$,Toronto,100 Adelaide Street E,M5C 1K9
265,The Carbon Bar,4.0,bbq,Barbeque,43.653088,-79.374829,$$$,Toronto,99 Queen Street East,M5C 1S2
266,The House On Parliament,4.0,british,British,43.66359,-79.36794,$$,Toronto,454 Parliament Street,M5A 3A2
267,Beerbistro,4.0,bistros,Bistros,43.649467134996364,-79.3771696548727,$$,Toronto,18 King Street E,M5C 1C4
268,Hair of the Dog,4.0,pubs,Pubs,43.662946823805,-79.379592870241,$$,Toronto,425 Church Street,M4Y 2C3
269,The Queen And Beaver Public House,4.0,pubs,Pubs,43.65734,-79.38334,$$,Toronto,35 Elm Street,M5G 1H1
270,Batifole Restaurant,4.0,french,French,43.66678,-79.34733,$$$,Toronto,744 Gerrard Street E,M4M 1Y3
271,Mi Mi Restaurant,4.0,vietnamese,Vietnamese,43.66637,-79.34911,$,Toronto,688 Gerrard Street E,M4M 1Y3
272,The Real Jerk,3.5,caribbean,Caribbean,43.66769187268936,-79.34326795582162,$$,Toronto,842 Gerrard Street E,M4M 1Y7
273,Hailed Coffee,4.5,coffee,Coffee & Tea,43.66688,-79.34538,$$,Toronto,801 Gerrard Street E,M4M 1Y5
274,Gare De L'est,3.5,french,French,43.6648384,-79.3419374,$$$,Toronto,1190 Dundas Street E,M4M 0C5
275,Eastside Social,4.5,seafood,Seafood,43.661432,-79.339113,$$,Toronto,1008 Queen Street E,M4M 1K1
276,Bach Yen,4.0,vietnamese,Vietnamese,43.66684,-79.34756,$,Toronto,738 Gerrard Street E,M4M 1Y3
277,Tabule Middle Eastern Cuisine,4.0,mideastern,Middle Eastern,43.659652,-79.346481,$$,Toronto,810 Queen Street  E,M4M 1H7
278,White Lily Diner,4.5,breakfast_brunch,Breakfast & Brunch,43.65881,-79.3511599,$$,Toronto,678 Queen Street E,M4M 1G8
279,Ascari,4.0,italian,Italian,43.6619301,-79.3353424,$$$,Toronto,1111 Queen Street E,M4M
280,Maple Leaf Tavern,4.0,tradamerican,American (Traditional),43.66814,-79.33976,$$$,Toronto,955 Gerrard Street E,M4M 1Z4
281,CrowdedHouse,4.5,mediterranean,Mediterranean,43.6622812,-79.3335735,$$,Toronto,1161 Queen Street E,M4M 1L3
282,Chula Taberna Mexicana,4.0,mexican,Mexican,43.6692562,-79.3359022,$$,Toronto,1058 Gerrard Street E,M4M 3A6
283,Lady Marmalade,4.0,breakfast_brunch,Breakfast & Brunch,43.66319,-79.35134,$$,Toronto,265 Broadview Avenue,M4M 1J3
284,Que Ling Restaurant,4.0,vietnamese,Vietnamese,43.6658199,-79.34941,$,Toronto,248 Boulton Avenue,M4M 2K1
285,Completo,4.5,latin,Latin American,43.6626328,-79.3340575,$,Toronto,5 Coady Avenue,M4M 2Y9
286,EAT BKK Thai Kitchen,4.0,thai,Thai,43.6605957,-79.3429889,$$,Toronto,898 Queen Street E,M4M 1J3
287,Ed's Real Scoop,4.5,icecream,Ice Cream & Frozen Yogurt,43.6608,-79.34199,$$,Toronto,920 Queen St E,M4M 1J5
288,Rush Hour,4.5,portuguese,Portuguese,43.67111,-79.44037,$$,Toronto,1438A Dufferin Street,M6H 3L1
289,Agio,4.5,italian,Italian,43.67599,-79.45066,$$,Toronto,1351 St Clair Avenue W,M6E 1C5
290,The Sovereign,4.5,cafes,Cafes,43.67299,-79.44002,$$,Toronto,1359 Davenport Road,M6H 2H5
291,CANO Restaurant,4.5,italian,Italian,43.67871,-79.44058,$$,Toronto,1108 St Clair Avenue W,M6E 1A7
292,Barista & Chef,4.5,mediterranean,Mediterranean,43.6794533,-79.4374528,$$,Toronto,1006 Saint Clair Avenue W,M6E 1A2
293,Marcello’s pizzeria,4.0,pizza,Pizza,43.67783,-79.4425399,$$,Toronto,1163 Saint Clair Avenue W,M6E 1B2
294,Nodo Restaurant,4.5,italian,Italian,43.6810110636599,-79.4297991693019,$$,Toronto,794 Saint Clair Avenue W,M6C 1B6
295,Emma's Country Kitchen,4.0,breakfast_brunch,Breakfast & Brunch,43.68103,-79.4303599,$$,Toronto,810 Saint Clair Avenue W,M6C 1B6
296,DeSotos Eatery,4.0,gastropubs,Gastropubs,43.6786263,-79.4396588,$$,Toronto,1079 St Clair Avenue West,M6H 3E4
297,Pizza e Pazzi,4.0,pizza,Pizza,43.678,-79.44385892512817,$$,Toronto,1182 St Clair Avenue W,M6E 1B4
298,Rio 40 Restaurant,4.0,brazilian,Brazilian,43.677457,-79.446485,$$,Toronto,1256 Saint Clair Avenue West,M6E 1B9
299,King's Tacos,4.0,mexican,Mexican,43.67803,-79.4440599,$$,Toronto,1190 St Clair Avenue W,M6E 1B4
300,Famiglia Baldassarre,4.5,italian,Italian,43.67052,-79.4350599,$$,Toronto,122 Geary Avenue,M6H 4H1
301,Pukka,4.0,indpak,Indian,43.681191,-79.429274,$$$,Toronto,778 St. Clair Avenue W,M6C 1B6
302,Tre Mari Bakery,4.5,bakeries,Bakeries,43.6765,-79.44868,$,Toronto,1311 Saint Clair Avenue W,M6E 1C2
303,Parallel,4.0,mediterranean,Mediterranean,43.6694450818033,-79.4385803863406,$$,Toronto,217 Geary Avenue,M6H 2C1
304,Descendant Detroit Style Pizza,4.5,pizza,Pizza,43.662889,-79.332404,$$,Toronto,1168 Queen Street E,M4M 1L5
305,Eastside Social,4.5,seafood,Seafood,43.661432,-79.339113,$$,Toronto,1008 Queen Street E,M4M 1K1
306,EAT BKK Thai Kitchen,4.0,thai,Thai,43.6605957,-79.3429889,$$,Toronto,898 Queen Street E,M4M 1J3
307,Tabule Middle Eastern Cuisine,4.0,mideastern,Middle Eastern,43.659652,-79.346481,$$,Toronto,810 Queen Street  E,M4M 1H7
308,Leslieville Pumps,4.0,sandwiches,Sandwiches,43.660616433760254,-79.34148396015718,$$,Toronto,913 Queen Street E,M4M 1J4
309,Ascari,4.0,italian,Italian,43.6619301,-79.3353424,$$$,Toronto,1111 Queen Street E,M4M
310,White Lily Diner,4.5,breakfast_brunch,Breakfast & Brunch,43.65881,-79.3511599,$$,Toronto,678 Queen Street E,M4M 1G8
311,Barrio Cerveceria,3.0,mexican,Mexican,43.66043558341291,-79.34345364309735,$$,Toronto,884 Queen Street E,M4M 1J3
312,Purple Penguin Cafe,4.0,coffee,Coffee & Tea,43.66033,-79.34219,$,Toronto,889 Queen Street E,M4M 1J4
313,Ed's Real Scoop,4.5,icecream,Ice Cream & Frozen Yogurt,43.6608,-79.34199,$$,Toronto,920 Queen St E,M4M 1J5
314,CrowdedHouse,4.5,mediterranean,Mediterranean,43.6622812,-79.3335735,$$,Toronto,1161 Queen Street E,M4M 1L3
315,Completo,4.5,latin,Latin American,43.6626328,-79.3340575,$,Toronto,5 Coady Avenue,M4M 2Y9
316,Radical Road Brewing,4.5,breweries,Breweries,43.6626325991479,-79.3324785413321,$$,Toronto,1177 Queen Street E,M4M 1L5
317,Baldini Restaurant,3.5,italian,Italian,43.661393,-79.339038,$$,Toronto,1012 Queen Street E,M4M 1K1
318,The Roy Public House,3.5,pubs,Pubs,43.660494425086,-79.343109518287,$$,Toronto,894 Queen Street E,M4M 1J3
319,Batifole Restaurant,4.0,french,French,43.66678,-79.34733,$$$,Toronto,744 Gerrard Street E,M4M 1Y3
320,Mi Mi Restaurant,4.0,vietnamese,Vietnamese,43.66637,-79.34911,$,Toronto,688 Gerrard Street E,M4M 1Y3
321,The Comrade,4.0,lounges,Lounges,43.659392263038,-79.347948327349,$$,Toronto,758 Queen Street E,M4M 1H4
322,Descendant Detroit Style Pizza,4.5,pizza,Pizza,43.662889,-79.332404,$$,Toronto,1168 Queen Street E,M4M 1L5
323,Eastside Social,4.5,seafood,Seafood,43.661432,-79.339113,$$,Toronto,1008 Queen Street E,M4M 1K1
324,Maha's,4.0,egyptian,Egyptian,43.67167,-79.32853,$$,Toronto,226 Greenwood Avenue,M4L 2R2
325,Ascari,4.0,italian,Italian,43.6619301,-79.3353424,$$$,Toronto,1111 Queen Street E,M4M
326,Lake Inez,4.5,bars,Bars,43.67234,-79.32064,$$$,Toronto,1471 Gerrard Street E,M4L 2A1
327,Chula Taberna Mexicana,4.0,mexican,Mexican,43.6692562,-79.3359022,$$,Toronto,1058 Gerrard Street E,M4M 3A6
328,CrowdedHouse,4.5,mediterranean,Mediterranean,43.6622812,-79.3335735,$$,Toronto,1161 Queen Street E,M4M 1L3
329,Yaya Greek Bistro,4.0,breakfast_brunch,Breakfast & Brunch,43.6630783791201,-79.33178893082199,$$,Toronto,1186 Queen Street E,M4M 1L4
330,Radical Road Brewing,4.5,breweries,Breweries,43.6626325991479,-79.3324785413321,$$,Toronto,1177 Queen Street E,M4M 1L5
331,Tea N Bannock,4.5,tradamerican,American (Traditional),43.671182,-79.3273557,$$,Toronto,1294 Gerrard Street E,M4L 1Y7
332,Completo,4.5,latin,Latin American,43.6626328,-79.3340575,$,Toronto,5 Coady Avenue,M4M 2Y9
333,Leslie Jones,4.0,comfortfood,Comfort Food,43.6628904,-79.3318366,$$,Toronto,1182 Queen Street E,M4M 1L4
334,Lahore Tikka House,3.5,halal,Halal,43.67148,-79.32451,$$,Toronto,1365 Gerrard Street E,M4L 1Z3
335,Kibo Sushi House,4.0,japanese,Japanese,43.6625998,-79.3326829,$$,Toronto,1169 Queen Street E,M4M 1L5
336,Sweet Bliss Baking Company,4.5,bakeries,Bakeries,43.66388,-79.32814,$,Toronto,1304 Queen Street E,M4L 1C4
337,The Sidekick,4.5,cafes,Cafes,43.6645889,-79.3251114,$,Toronto,1374 Queen Street E,M4L 1C9
338,Eulalie's Corner Store,4.5,pubs,Pubs,43.6725388,-79.3217316,$$,Toronto,1438 Gerrard Street E,M4L 1Z8
339,Mezes,4.0,greek,Greek,43.6781397,-79.3502475,$$,Toronto,456 Danforth Avenue,M4K 1P4
340,Pizzeria Libretto Danforth,4.0,pizza,Pizza,43.6785868,-79.3475785,$$,Toronto,550 Danforth Avenue,M4K 1P8
341,Chula Taberna Mexicana,4.0,mexican,Mexican,43.6692562,-79.3359022,$$,Toronto,1058 Gerrard Street E,M4M 3A6
342,Simone's Caribbean Restaurant,4.5,caribbean,Caribbean,43.67884,-79.34654,$$,Toronto,596 Danforth Avenue,M4K 1R1
343,Maha's,4.0,egyptian,Egyptian,43.67167,-79.32853,$$,Toronto,226 Greenwood Avenue,M4L 2R2
344,Great Burger Kitchen,3.5,burgers,Burgers,43.6692416323378,-79.3360010472477,$$,Toronto,1056 Gerrard Street E,M4M 1Z8
345,Mr Pide,4.5,pizza,Pizza,43.6797899,-79.34153,$$,Toronto,800 Danforth Avenue,M4J 1L6
346,Sakawa Coffee & Japanese Restaurant,4.0,japanese,Japanese,43.67971,-79.33964,$$,Toronto,867 Danforth Ave,M4J 1L8
347,Souv Like,4.5,greek,Greek,43.67948,-79.34532,$,Toronto,708 Pape Avenue,M4K 3S7
348,Maple Leaf Tavern,4.0,tradamerican,American (Traditional),43.66814,-79.33976,$$$,Toronto,955 Gerrard Street E,M4M 1Z4
349,Athens Restaurant,4.0,greek,Greek,43.6789599,-79.34341,$$,Toronto,707 Danforth Avenue,M4J 1L2
350,Batifole Restaurant,4.0,french,French,43.66678,-79.34733,$$$,Toronto,744 Gerrard Street E,M4M 1Y3
351,Messini Authentic Gyros,3.5,greek,Greek,43.67753,-79.3503999,$$,Toronto,445 Danforth Avenue,M4K 1P2
352,Athens Pastries,4.5,bakeries,Bakeries,43.67795,-79.34878,$,Toronto,509 Danforth Avenue,M4K 1P5
353,Mi Mi Restaurant,4.0,vietnamese,Vietnamese,43.66637,-79.34911,$,Toronto,688 Gerrard Street E,M4M 1Y3
354,Soulas Modern Greek Cuisine,4.0,greek,Greek,43.6782533846538,-79.348819591105,$$$,Toronto,500 A Danforth Avenue,M4K 1P6
355,Tea N Bannock,4.5,tradamerican,American (Traditional),43.671182,-79.3273557,$$,Toronto,1294 Gerrard Street E,M4L 1Y7
356,Descendant Detroit Style Pizza,4.5,pizza,Pizza,43.662889,-79.332404,$$,Toronto,1168 Queen Street E,M4M 1L5
357,Ascari,4.0,italian,Italian,43.6619301,-79.3353424,$$$,Toronto,1111 Queen Street E,M4M
358,Eastside Social,4.5,seafood,Seafood,43.661432,-79.339113,$$,Toronto,1008 Queen Street E,M4M 1K1
359,CrowdedHouse,4.5,mediterranean,Mediterranean,43.6622812,-79.3335735,$$,Toronto,1161 Queen Street E,M4M 1L3
360,Completo,4.5,latin,Latin American,43.6626328,-79.3340575,$,Toronto,5 Coady Avenue,M4M 2Y9
361,Radical Road Brewing,4.5,breweries,Breweries,43.6626325991479,-79.3324785413321,$$,Toronto,1177 Queen Street E,M4M 1L5
362,Tabule Middle Eastern Cuisine,4.0,mideastern,Middle Eastern,43.659652,-79.346481,$$,Toronto,810 Queen Street  E,M4M 1H7
363,Greta Solomon's,4.0,french,French,43.66232,-79.33535,$$$,Toronto,1118 Queen Street E,M4M 1K9
364,Goods & Provisions,4.0,bars,Bars,43.66233,-79.33515,$$,Toronto,1124 Queen Street E,M4M
365,Kibo Sushi House,4.0,japanese,Japanese,43.6625998,-79.3326829,$$,Toronto,1169 Queen Street E,M4M 1L5
366,Hanoi 3 Seasons,3.5,vietnamese,Vietnamese,43.66207,-79.33446,$$,Toronto,1135 Queen St E,M4M 1K9
367,Yaya Greek Bistro,4.0,breakfast_brunch,Breakfast & Brunch,43.6630783791201,-79.33178893082199,$$,Toronto,1186 Queen Street E,M4M 1L4
368,Leslie Jones,4.0,comfortfood,Comfort Food,43.6628904,-79.3318366,$$,Toronto,1182 Queen Street E,M4M 1L4
369,Ed's Real Scoop,4.5,icecream,Ice Cream & Frozen Yogurt,43.6608,-79.34199,$$,Toronto,920 Queen St E,M4M 1J5
370,Bobbette & Belle,3.5,catering,Caterers,43.66201,-79.33476,$$,Toronto,1121 Queen Street E,M4M 1K9
371,EAT BKK Thai Kitchen,4.0,thai,Thai,43.6605957,-79.3429889,$$,Toronto,898 Queen Street E,M4M 1J3
372,The Greek Grill,4.0,greek,Greek,43.69357,-79.3501,$$,Toronto,128 O'Connor Drive,M4J 2S4
373,Golden Pizza,3.5,pizza,Pizza,43.6896,-79.35462,$$,East York,1201 Av Broadview,M4K 2T1
374,Pho Challenge,3.5,vietnamese,Vietnamese,43.6886692442583,-79.3484129011631,$,Toronto,1025 Pape Ave,M4K 3W1
375,Serano Bakery,4.0,bakeries,Bakeries,43.68281,-79.3467299,$,East York,830 Pape Avenue,M4K 3T5
376,Steady's Jamaican Home Cooking,4.5,caribbean,Caribbean,43.6839915,-79.3467715,$,Toronto,852 Pape Avenue,M4K 3T6
377,The Donlands Diner,3.5,breakfast_brunch,Breakfast & Brunch,43.69439,-79.34265,$,East York,417 Donlands Avenue,M4J 3S2
378,Shawarma Frenzy,4.5,mideastern,Middle Eastern,43.688014,-79.348322,$,East York,1011 Pape Avenue,M4K 3V8
379,Goat Coffee Co,4.0,coffee,Coffee & Tea,43.6845894,-79.3466415,$,Toronto,893 Pape Avenue,M4K 3V6
380,Simba Grill,3.5,indpak,Indian,43.69336,-79.34225,$$,East York,375 Donlands Avenue,M4J 3S2
381,La Grotta Pizzeria,3.5,pizza,Pizza,43.68688,-79.3474899,$$,East York,951 Pape Ave,M4K 3V6
382,Cafe Belong,3.0,cafes,Cafes,43.684515,-79.36512,$$$,Toronto,550 Bayview Avenue,M4W 3X8
383,Select Bakery,4.0,bakeries,Bakeries,43.69412,-79.34249,$$,East York,405 Donlands Avenue,M4J 3S2
384,Ritz Restaurant,4.0,filipino,Filipino,43.69187,-79.34219,$,East York,310 Donlands Avenue,M4J 3R9
385,Brother's Pizza and Wings,4.0,pizza,Pizza,43.68786,-79.34849,$,Toronto,976A Pape Avenue,M4K 3V7
386,Dairy Queen Grill & Chill,3.0,hotdogs,Fast Food,43.68423635972339,-79.35706168413162,$,Toronto,1040 Broadview Ave,M4K 2S2
387,Hokkaido Ramen Santouka,4.0,ramen,Ramen,43.656321731393,-79.377499580039,$$,Toronto,91 Dundas Street E,M5B 2C8
388,Blaze Pizza,4.5,pizza,Pizza,43.6565313336776,-79.3800427473602,$$,Toronto,10 Dundas Street East,M5B 2G9
389,Gyukatsu Kyoto Katsugyu,4.0,japanese,Japanese,43.65687,-79.37616,$$,Toronto,134 Dundas Street E,M5B 1E2
390,The Senator,4.0,breakfast_brunch,Breakfast & Brunch,43.65574,-79.37896,$$,Toronto,249 Victoria Street,M5B 1T8
391,KINKA IZAKAYA ORIGINAL,4.0,japanese,Japanese,43.66042406856627,-79.37890046282942,$$,Toronto,398 Church Street,M5B 2A2
392,Richmond Station,4.5,newcanadian,Canadian (New),43.6513729,-79.379285,$$$,Toronto,1 Richmond Street W,M5H 3W4
393,Katsuya,4.5,japanese,Japanese,43.65995,-79.37882,$$,Toronto,66 Gerrard Street E,M5B 2M2
394,KINTON RAMEN,4.0,ramen,Ramen,43.6603113,-79.3789004,$$,Toronto,396 Church Street,M5B 2A2
395,JOEY Eaton Centre,3.5,newcanadian,Canadian (New),43.6558708964233,-79.382009190213,$$,Toronto,1 Dundas St W,M5G 1Z3
396,The Queen And Beaver Public House,4.0,pubs,Pubs,43.65734,-79.38334,$$,Toronto,35 Elm Street,M5G 1H1
397,Page One,4.0,cafes,Cafes,43.657853,-79.376254,$$,Toronto,106 Mutual Street,M5B 2R7
398,Barberian's Steak House,4.0,steak,Steakhouses,43.6576,-79.38212,$$$$,Toronto,7 Elm Street,M5G 1H1
399,Adega Restaurante,4.0,portuguese,Portuguese,43.65732,-79.38323,$$$,Toronto,33 Elm St,M5G 1H1
400,George Restaurant,4.5,newcanadian,Canadian (New),43.65337263523713,-79.37432933100068,$$$$,Toronto,111 Queen Street E,M5C 1S2
401,Banh Mi Boys,4.0,vietnamese,Vietnamese,43.6590974,-79.3820781,$,Toronto,399 Yonge Street,M5B
402,Egg Club,4.5,coffee,Coffee & Tea,43.65655,-79.37793,$,Toronto,88 Dundas Street E,M5B 1C9
403,Hendriks Restaurant & Bar,4.0,tradamerican,American (Traditional),43.653501,-79.380048,$$$,Toronto,218 Yonge Street,M5B 2H6
404,Cafe Oro Di Napoli,4.5,pizza,Pizza,43.6514257145518,-79.3721591972351,$$,Toronto,75 Jarvis Street,M5C 2H2
405,Salad King Restaurant,3.5,thai,Thai,43.65766,-79.38164,$$,Toronto,340 Yonge Street,M5B 1R8
406,Richmond Station,4.5,newcanadian,Canadian (New),43.6513729,-79.379285,$$$,Toronto,1 Richmond Street W,M5H 3W4
407,Gyukatsu Kyoto Katsugyu,4.0,japanese,Japanese,43.65687,-79.37616,$$,Toronto,134 Dundas Street E,M5B 1E2
408,Cafe Oro Di Napoli,4.5,pizza,Pizza,43.6514257145518,-79.3721591972351,$$,Toronto,75 Jarvis Street,M5C 2H2
409,Katsuya,4.5,japanese,Japanese,43.65995,-79.37882,$$,Toronto,66 Gerrard Street E,M5B 2M2
410,Page One,4.0,cafes,Cafes,43.657853,-79.376254,$$,Toronto,106 Mutual Street,M5B 2R7
411,George Restaurant,4.5,newcanadian,Canadian (New),43.65337263523713,-79.37432933100068,$$$$,Toronto,111 Queen Street E,M5C 1S2
412,KINKA IZAKAYA ORIGINAL,4.0,japanese,Japanese,43.66042406856627,-79.37890046282942,$$,Toronto,398 Church Street,M5B 2A2
413,The House On Parliament,4.0,british,British,43.66359,-79.36794,$$,Toronto,454 Parliament Street,M5A 3A2
414,Blaze Pizza,4.5,pizza,Pizza,43.6565313336776,-79.3800427473602,$$,Toronto,10 Dundas Street East,M5B 2G9
415,Zakkushi On Carlton,4.0,japanese,Japanese,43.66343,-79.37062,$$$,Toronto,193 Carlton Street,M5A 2K9
416,KINTON RAMEN,4.0,ramen,Ramen,43.6603113,-79.3789004,$$,Toronto,396 Church Street,M5B 2A2
417,Hokkaido Ramen Santouka,4.0,ramen,Ramen,43.656321731393,-79.377499580039,$$,Toronto,91 Dundas Street E,M5B 2C8
418,Hair of the Dog,4.0,pubs,Pubs,43.662946823805,-79.379592870241,$$,Toronto,425 Church Street,M4Y 2C3
419,Beerbistro,4.0,bistros,Bistros,43.649467134996364,-79.3771696548727,$$,Toronto,18 King Street E,M5C 1C4
420,Pearl Diver,4.0,seafood,Seafood,43.65163,-79.37375,$$,Toronto,100 Adelaide Street E,M5C 1K9
421,The Queen And Beaver Public House,4.0,pubs,Pubs,43.65734,-79.38334,$$,Toronto,35 Elm Street,M5G 1H1
422,Cluck Clucks,4.5,chickenshop,Chicken Shop,43.6497687124273,-79.3660896960711,$$,Toronto,222 The Esplanade,M5A 4M8
423,The Carbon Bar,4.0,bbq,Barbeque,43.653088,-79.374829,$$$,Toronto,99 Queen Street East,M5C 1S2
424,Cactus Club Cafe,4.0,cocktailbars,Cocktail Bars,43.64950420768667,-79.38251803088575,$$,Toronto,77 Adelaide Street W,M5H 1P9
425,Grillies,4.0,mexican,Mexican,43.68881,-79.30015,$,Toronto,2632 Danforth avenue,M4C 1L7
426,Ritz Caribbean Foods,3.5,caribbean,Caribbean,43.6907493384806,-79.2890505865216,$$,Toronto,3003 Danforth Avenue,M4C 1M9
427,Quarry Cafe,4.5,coffee,Coffee & Tea,43.688649418358,-79.279983795978,$$,Scarborough,2560 Gerrard Street E,M1N 1W8
428,Double Sushi,3.5,japanese,Japanese,43.6893,-79.29557,$$,Toronto,2795 Danforth Avenue,M4C 1M1
429,Len Duckworth Fish & Chips,4.0,seafood,Seafood,43.68883,-79.29998,$$,Toronto,2638 Danforth Avenue,M4C 1L7
